EPISODE,TOTAL FRAMES,FRAME,STATE,EPSILON,ACTION,REWARD,Q_MAX,MEAN REWARD,Last Batch Loss Mean
298,6849,10,explore,0.8334999999999362,1,9.0,[[35.56978  35.398926]],21.39,0.05798100398853421
299,6884,35,explore,0.830349999999935,1,34.0,[[35.320873 35.48607 ]],21.26,0.28113044805824755
300,6893,9,explore,0.8295399999999347,1,8.0,[[34.59866 34.63107]],21.5,0.0938490230217576
301,6907,14,explore,0.8282799999999342,0,13.0,[[35.90459 35.48481]],21.26,0.12133589359931647
302,6952,45,explore,0.8242299999999326,1,44.0,[[34.083656 33.712208]],21.26,0.338646284872666
303,6964,12,explore,0.8231499999999322,1,11.0,[[35.920197 35.79803 ]],21.43,0.09277289492543787
304,6981,17,explore,0.8216199999999316,1,16.0,[[36.986385 36.55511 ]],21.41,0.1433964358549565
305,7000,19,explore,0.819909999999931,0,19.0,[[36.29525  36.377117]],21.41,0.16846933617256582
305,7002,21,explore,0.8197299999999309,0,20.0,[[36.61321 36.52768]],21.41,0.17930220677517356
306,7021,19,explore,0.8180199999999302,0,18.0,[[35.66966 35.60533]],21.2,0.17012157343328
307,7043,22,explore,0.8160399999999295,1,21.0,[[36.50662  37.079082]],21.28,0.17274470288306476
308,7066,23,explore,0.8139699999999287,0,22.0,[[37.069992 36.96293 ]],21.28,0.1973355460818857
309,7099,33,explore,0.8109999999999276,1,32.0,[[37.977295 38.277996]],21.13,0.2583452947996557
310,7125,26,explore,0.8086599999999267,1,25.0,[[38.531227 38.6173  ]],21.13,0.21577162214554846
311,7166,41,explore,0.8049699999999252,1,40.0,[[39.507298 39.564796]],21.25,0.3361097937542945
312,7200,34,explore,0.8019099999999241,0,34.0,[[38.23798 38.59207]],21.51,0.3305012486502528
312,7214,48,explore,0.8006499999999236,0,47.0,[[38.23798 38.59207]],21.51,0.4749479245021939
313,7232,18,explore,0.799029999999923,0,17.0,[[39.728165 39.982513]],21.79,0.1870499748038128
314,7243,11,explore,0.7980399999999226,0,10.0,[[38.87059 38.09635]],21.85,0.10688404012471438
315,7258,15,explore,0.7966899999999221,0,14.0,[[39.98251 40.07612]],21.87,0.14099708214402198
316,7273,15,explore,0.7953399999999216,1,14.0,[[40.411633 40.119568]],21.66,0.1481720319390297
317,7292,19,explore,0.7936299999999209,1,18.0,[[40.24812  40.075172]],21.63,0.19739561431109906
318,7303,11,explore,0.7926399999999205,1,10.0,[[41.49555  41.440556]],21.67,0.11146085873246193
319,7325,22,explore,0.7906599999999198,1,21.0,[[41.17416  41.095505]],21.67,0.19164902936667205
320,7346,21,explore,0.788769999999919,0,20.0,[[42.452312 42.644157]],21.68,0.1625942324567586
321,7400,54,explore,0.7839099999999172,1,54.0,[[42.74495  43.007893]],21.67,0.45982676807558165
321,7403,57,explore,0.7836399999999171,0,56.0,[[42.74495  43.007893]],21.67,0.5038778502098284
322,7429,26,explore,0.7812999999999162,1,25.0,[[43.111397 43.07344 ]],22.09,0.19803660741075874
323,7442,13,explore,0.7801299999999157,1,12.0,[[43.132053 42.77786 ]],22.23,0.09195380907971412
324,7460,18,explore,0.7785099999999151,0,17.0,[[43.316143 43.993603]],22.0,0.19632069502025842
325,7477,17,explore,0.7769799999999145,0,16.0,[[43.608124 44.021225]],22.0,0.13703378742560746
326,7501,24,explore,0.7748199999999137,0,23.0,[[44.62465  44.763367]],21.93,0.24854682762175798
327,7520,19,explore,0.773109999999913,0,18.0,[[43.09062  42.573982]],21.89,0.2050665666908026
328,7538,18,explore,0.7714899999999124,0,17.0,[[44.85598  44.920437]],21.95,0.2133225778862834
329,7550,12,explore,0.770409999999912,0,11.0,[[43.565464 43.735355]],21.91,0.10405457735061646
330,7582,32,explore,0.7675299999999109,1,31.0,[[45.205914 45.879387]],21.94,0.34053965591825547
331,7600,18,explore,0.7659099999999103,0,18.0,[[44.911957 44.910675]],22.04,0.18614043734036387
