#Episode,#Frame,#Epsode Timesteps,Total episode score,Last Mean Batch Loss
534,12042,24,23.0,0.004389248
535,12082,40,39.0,0.0025305746
536,12110,28,27.0,0.06254904
537,12130,20,19.0,0.0005901523
538,12149,19,18.0,0.00083456957
539,12174,25,24.0,0.0463269
540,12198,24,23.0,0.015678007
541,12221,23,22.0,0.0032851931
542,12285,64,63.0,0.0019754672
543,12308,23,22.0,0.026207093
544,12325,17,16.0,0.02158598
545,12369,44,43.0,0.020894885
546,12381,12,11.0,0.019693455
547,12402,21,20.0,0.0026056408
548,12426,24,23.0,0.022509336
549,12438,12,11.0,0.017871046
550,12452,14,13.0,0.02132714
551,12477,25,24.0,0.0015189247
552,12533,56,55.0,0.038566936
553,12562,29,28.0,0.002623317
554,12590,28,27.0,0.040645897
555,12629,39,38.0,0.001868606
556,12678,49,48.0,0.06345302
557,12702,24,23.0,0.0053757
558,12720,18,17.0,0.017733501
559,12748,28,27.0,0.0019827245
560,12771,23,22.0,0.024922052
561,12821,50,49.0,0.042931933
562,12846,25,24.0,0.0019555115
563,12869,23,22.0,0.0019831636
564,12884,15,14.0,0.001810234
565,12896,12,11.0,0.0013680023
566,12910,14,13.0,0.021616032
567,12953,43,42.0,0.055934034
568,13002,49,48.0,0.0025924356
569,13032,30,29.0,0.0018692518
570,13059,27,26.0,0.04001411
571,13101,42,41.0,0.022225846
572,13140,39,38.0,0.0018782432
573,13164,24,23.0,0.025795827
574,13183,19,18.0,0.09518761
575,13227,44,43.0,0.051972143
576,13255,28,27.0,0.020467846
577,13271,16,15.0,0.027040936
578,13292,21,20.0,0.05121331
579,13312,20,19.0,0.05145514
580,13331,19,18.0,0.034963686
581,13382,51,50.0,0.05023548
582,13417,35,34.0,0.02786683
583,13439,22,21.0,0.043286573
584,13455,16,15.0,0.026205508
585,13490,35,34.0,0.020470567
586,13533,43,42.0,0.0035975866
587,13576,43,42.0,0.0038361978
588,13600,24,23.0,0.01632494
589,13621,21,20.0,0.026176367
590,13664,43,42.0,0.05299502
591,13703,39,38.0,0.041376814
592,13741,38,37.0,0.0010640054
593,13772,31,30.0,0.004733366
594,13816,44,43.0,0.06321651
595,13838,22,21.0,0.0022407747
596,13861,23,22.0,0.002258363
597,13893,32,31.0,0.08781173
598,13925,32,31.0,0.042811744
599,13953,28,27.0,0.0986399
600,14005,52,51.0,0.012524924
601,14031,26,25.0,0.14471683
602,14077,46,45.0,0.040158745
603,14100,23,22.0,0.049653254
604,14117,17,16.0,0.066049375
605,14135,18,17.0,0.05093573
606,14156,21,20.0,0.057480186
607,14176,20,19.0,0.123949215
608,14204,28,27.0,0.021107268
609,14265,61,60.0,0.035430465
610,14294,29,28.0,0.025267089
611,14319,25,24.0,0.0048135794
612,14345,26,25.0,0.06833518
613,14360,15,14.0,0.07138768
614,14382,22,21.0,0.0018051376
615,14404,22,21.0,0.018607428
616,14421,17,16.0,0.056698922
617,14583,162,161.0,0.02260173
618,14626,43,42.0,0.03286715
619,14649,23,22.0,0.020023141
620,14672,23,22.0,0.0023230137
621,14699,27,26.0,0.026893582
622,14738,39,38.0,0.061914347
623,14768,30,29.0,0.049394913
624,14798,30,29.0,0.041024745
625,14834,36,35.0,0.0029176928
626,14870,36,35.0,0.08295007
627,14890,20,19.0,0.06394855
628,14914,24,23.0,0.060538817
629,14940,26,25.0,0.013458842
630,14976,36,35.0,0.0007499195
631,14997,21,20.0,0.013502521
632,15017,20,19.0,0.082763195
633,15072,55,54.0,0.064902425
634,15088,16,15.0,0.0016921953
635,15106,18,17.0,0.0694793
636,15138,32,31.0,0.038087703
637,15250,112,111.0,0.0018364483
638,15321,71,70.0,0.07079792
639,15375,54,53.0,0.039266158
640,15417,42,41.0,0.0014999362
641,15443,26,25.0,0.0021192324
642,15476,33,32.0,0.039728034
643,15534,58,57.0,0.0756653
644,15574,40,39.0,0.059756782
645,15605,31,30.0,0.026472617
646,15679,74,73.0,0.002693609
647,15728,49,48.0,0.060688958
648,15776,48,47.0,0.0018907107
649,15807,31,30.0,0.09455444
650,15838,31,30.0,0.027725684
651,15885,47,46.0,0.038878523
652,15925,40,39.0,0.0021095718
653,15963,38,37.0,0.030450044
654,16012,49,48.0,0.005997475
655,16052,40,39.0,0.0016972905
656,16104,52,51.0,0.043615554
657,16171,67,66.0,0.10528034
658,16211,40,39.0,0.06254426
659,16275,64,63.0,0.033273846
660,16346,71,70.0,0.07740499
661,16384,38,37.0,0.13240068
662,16420,36,35.0,0.06426766
663,16457,37,36.0,0.002287616
664,16497,40,39.0,0.0872216
665,16538,41,40.0,0.04329532
666,16565,27,26.0,0.066004194
667,16610,45,44.0,0.06926416
668,16650,40,39.0,0.003267081
669,16708,58,57.0,0.004193562
670,16754,46,45.0,0.0048392504
671,16796,42,41.0,0.03979316
672,16832,36,35.0,0.10177539
673,16888,56,55.0,0.038524434
674,16917,29,28.0,0.062751725
675,16950,33,32.0,0.041270696
676,17034,84,83.0,0.18168238
677,17094,60,59.0,0.0026070143
678,17159,65,64.0,0.0011467033
679,17203,44,43.0,0.07365578
680,17234,31,30.0,0.0016161606
681,17272,38,37.0,0.10093142
682,17321,49,48.0,0.033179156
683,17366,45,44.0,0.024065414
684,17437,71,70.0,0.12758525
685,17486,49,48.0,0.0014984511
686,17538,52,51.0,0.0033742967
687,17575,37,36.0,0.0029081255
688,17611,36,35.0,0.0020549567
689,17673,62,61.0,0.09226934
690,17735,62,61.0,0.031849507
691,17774,39,38.0,0.20555851
692,17818,44,43.0,0.0029216176
693,17851,33,32.0,0.056802474
694,17887,36,35.0,0.06352541
695,17958,71,70.0,0.021821551
696,18058,100,99.0,0.0018735842
697,18102,44,43.0,0.0019132008
698,18126,24,23.0,0.106371105
699,18164,38,37.0,0.04112146
700,18262,98,97.0,0.05414924
701,18293,31,30.0,0.2484405
702,18326,33,32.0,0.027777778
703,18380,54,53.0,0.020316051
704,18416,36,35.0,0.09218721
705,18501,85,84.0,0.048615184
706,18550,49,48.0,0.09209767
707,18585,35,34.0,0.002015533
708,18624,39,38.0,0.075324334
709,18689,65,64.0,0.07060322
710,18753,64,63.0,0.02209775
711,18802,49,48.0,0.003995607
712,18857,55,54.0,0.004409904
713,18910,53,52.0,0.030288488
714,18953,43,42.0,0.066218
715,18993,40,39.0,0.1239022
716,19046,53,52.0,0.02406524
717,19104,58,57.0,0.0017488288
718,19145,41,40.0,0.059081383
719,19175,30,29.0,0.024483997
720,19222,47,46.0,0.032769788
721,19248,26,25.0,0.019104283
722,19300,52,51.0,0.043718163
723,19354,54,53.0,0.039597034
724,19399,45,44.0,0.0017840122
725,19433,34,33.0,0.03704148
726,19500,67,66.0,0.07084065
727,19536,36,35.0,0.053702448
728,19627,91,90.0,0.043413788
729,19676,49,48.0,0.041745055
730,19726,50,49.0,0.00214618
731,19800,74,73.0,0.020065038
732,19857,57,56.0,0.05551116
733,19898,41,40.0,0.037376016
734,19998,100,99.0,0.034033243
735,20040,42,41.0,0.0128032975
736,20074,34,33.0,0.002013065
737,20112,38,37.0,0.0013267591
738,20158,46,45.0,0.0041141286
739,20211,53,52.0,0.12561879
740,20295,84,83.0,0.061954282
741,20352,57,56.0,0.003025634
742,20513,161,160.0,0.0018113814
743,20585,72,71.0,0.23079434
744,20675,90,89.0,0.024314228
745,20722,47,46.0,0.051260497
746,20767,45,44.0,0.05735287
747,20845,78,77.0,0.0013817651
748,21041,196,195.0,0.1252568
749,21193,152,151.0,0.002103614
750,21269,76,75.0,0.054834776
751,21334,65,64.0,0.102065556
752,21439,105,104.0,0.048814625
753,21554,115,114.0,0.0044564283
754,21634,80,79.0,0.0014397934
755,21756,122,121.0,0.14491612
756,21821,65,64.0,0.001838665
757,21926,105,104.0,0.062573515
758,22027,101,100.0,0.02359093
759,22132,105,104.0,0.051975545
760,22225,93,92.0,0.046980433
761,22290,65,64.0,0.0025126897
762,22362,72,71.0,0.09121099
763,22507,145,144.0,0.073789954
764,22589,82,81.0,0.09331022
765,22759,170,169.0,0.052251168
766,22854,95,94.0,0.095469
767,22922,68,67.0,0.05756837
768,23013,91,90.0,0.046307743
769,23083,70,69.0,0.041371033
